farm_id,farmer_name,district,state,latitude,longitude,crop_type,farm_area,soil_health,soil_moisture,temperature,precipitation,humidity,drought_index,flood_risk,pest_risk,historical_yield,expected_yield,yield_variation,season,irrigation_status,weather_volatility,crop_price,previous_loss,climate_resilience,risk_score,crop_failure
FARM-113,Kamla Jat,Karnal,Haryana,29.726,76.513,Wheat,3.89,65.4,19.0,27.1,27.2,54.4,0.261,0.433,0.317,5.11,5.09,0.376,Rabi,Good,0.338,2033.0,0.172,0.684,0.0827,0
FARM-114,Raju Meena,Nalgonda,Telangana,17.0621,79.2004,Rice,2.39,59.9,26.0,23.3,167.2,62.6,0.35,0.458,0.211,4.7,5.01,0.134,Kharif,None,0.369,2416.0,0.479,0.398,0.293,1
FARM-115,Anita Kaur,Latur,Maharashtra,18.0828,76.5178,Sugarcane,0.88,50.9,13.0,26.3,61.0,59.8,0.62,0.224,0.212,70.61,76.19,0.188,Annual,None,0.28,355.0,0.284,0.473,0.7193,1
FARM-116,Harpreet Jadhav,Nashik,Maharashtra,19.9737,73.9006,Pulses,3.05,53.1,11.4,22.9,71.3,56.5,0.582,0.157,0.601,1.64,1.71,0.368,Rabi,None,0.283,6202.0,0.251,0.343,0.6391,1
FARM-117,Mahesh Bishnoi,Bathinda,Punjab,30.2767,74.8561,Wheat,1.45,70.2,43.8,29.2,96.4,57.8,0.386,0.355,0.155,4.25,4.37,0.377,Rabi,Good,0.491,2377.0,0.189,0.63,0.0379,0
FARM-118,Gurpreet Choudhary,Jalandhar,Punjab,31.0219,75.9221,Rice,3.3,76.3,34.9,25.6,38.5,45.5,0.435,0.188,0.317,3.76,3.74,0.302,Kharif,Good,0.637,2081.0,0.089,0.634,0.1137,0
FARM-119,Meena Naidu,Nashik,Maharashtra,19.9133,73.3176,Rice,2.18,67.1,33.7,23.4,119.5,65.0,0.642,0.121,0.615,3.5,3.71,0.417,Kharif,Good,0.176,2120.0,0.313,0.715,0.0996,0
FARM-120,Prakash Yadav,Rajkot,Gujarat,22.4604,70.6781,Cotton,1.76,55.5,20.2,32.2,47.4,55.3,0.408,0.289,0.484,2.37,2.4,0.468,Kharif,Partial,0.604,6639.0,0.738,0.55,0.8876,1
FARM-121,Ganesh Jat,Patna,Bihar,25.5562,85.0977,Wheat,4.29,80.1,28.3,27.8,135.8,64.3,0.56,0.495,0.306,4.9,5.39,0.54,Rabi,None,0.496,2137.0,0.349,0.356,0.5731,0
FARM-122,Savita Naidu,Ujjain,Madhya Pradesh,23.1884,76.0238,Maize,1.33,52.9,20.0,27.1,55.2,54.6,0.212,0.135,0.387,3.68,3.75,0.185,Kharif,None,0.363,2108.0,0.146,0.384,0.2023,1
FARM-123,Ganesh Naidu,Patna,Bihar,25.8443,85.3087,Wheat,1.08,55.4,41.9,26.0,104.3,62.5,0.168,0.469,0.235,4.13,4.39,0.321,Rabi,Good,0.143,1986.0,0.392,0.694,0.147,0
FARM-124,Sukhwinder Kaur,Dharwad,Karnataka,15.3011,75.0705,Cotton,2.16,69.3,29.1,25.0,114.6,70.4,0.504,0.209,0.771,2.41,2.59,0.397,Kharif,None,0.169,6292.0,0.475,0.427,0.4309,1
FARM-125,Suresh Verma,Gwalior,Madhya Pradesh,26.1408,78.5356,Pulses,3.22,49.1,31.5,28.0,90.7,47.4,0.185,0.254,0.407,1.04,1.06,0.508,Rabi,None,0.112,6949.0,0.535,0.448,0.2658,0
FARM-126,Geeta Chauhan,Latur,Maharashtra,18.525,76.2852,Pulses,1.37,58.2,32.6,31.1,169.9,59.2,0.601,0.305,0.607,0.56,0.57,0.218,Rabi,None,0.438,6180.0,0.245,0.427,0.6161,1
FARM-127,Manoj Murugan,Nizamabad,Telangana,18.7225,78.4591,Rice,8.76,58.1,48.5,32.4,103.3,57.5,0.314,0.17,0.458,4.88,4.55,0.764,Kharif,Good,0.197,2519.0,0.222,0.751,0.1198,0
FARM-128,Meena Naidu,Nizamabad,Telangana,18.7125,78.308,Rice,2.51,46.1,31.4,29.6,104.6,53.7,0.779,0.206,0.389,4.16,4.24,0.202,Kharif,Good,0.261,2055.0,0.243,0.644,0.1987,0
FARM-129,Meena Sharma,Guntur,Andhra Pradesh,16.3039,80.6733,Rice,2.14,50.4,31.4,32.4,40.5,69.6,0.243,0.392,0.57,3.92,4.28,0.473,Kharif,Partial,0.548,2449.0,0.451,0.418,0.99,1
FARM-130,Radha Das,Sri Ganganagar,Rajasthan,29.79,73.8342,Pulses,2.13,42.0,15.6,29.7,35.1,44.7,0.701,0.096,0.419,0.81,0.87,0.291,Rabi,None,0.288,6318.0,0.645,0.391,0.8097,1
FARM-131,Ramesh Rathore,Rajkot,Gujarat,22.1706,70.9098,Cotton,2.76,59.9,27.5,25.5,33.1,59.5,0.258,0.19,0.502,2.14,2.33,0.489,Kharif,Partial,0.421,5978.0,0.412,0.466,0.5045,1
FARM-132,Narayan Kaur,Gaya,Bihar,24.5085,85.1118,Wheat,2.32,66.5,35.3,25.5,56.8,73.1,0.527,0.52,0.361,4.61,4.75,0.338,Rabi,Good,0.523,2360.0,0.443,0.629,0.3357,0
FARM-133,Kavita Naidu,Thanjavur,Tamil Nadu,10.7197,79.1207,Maize,2.51,63.2,24.9,34.6,80.8,54.5,0.378,0.194,0.065,3.96,4.15,0.612,Kharif,None,0.039,1998.0,0.123,0.393,0.039,0
FARM-134,Raju Jadhav,Belagavi,Karnataka,15.8804,74.5682,Pulses,2.04,63.1,34.4,28.7,74.1,60.5,0.433,0.297,0.505,1.37,1.55,0.262,Rabi,Good,0.764,6527.0,0.168,0.667,0.2426,0
FARM-135,Bhagwan Patel,Sri Ganganagar,Rajasthan,30.0278,73.8837,Wheat,2.88,59.1,10.9,28.9,32.0,46.9,0.678,0.176,0.233,5.07,5.32,0.779,Rabi,None,0.899,2394.0,0.597,0.341,0.99,1
FARM-136,Bhagwan Yadav,Jodhpur,Rajasthan,26.1075,72.9966,Mustard,3.09,60.3,15.5,30.5,17.9,33.2,0.641,0.155,0.259,2.2,2.3,0.247,Rabi,None,0.21,5238.0,0.35,0.434,0.5205,0
FARM-137,Gurpreet Meena,Patna,Bihar,25.7925,84.9612,Rice,12.07,64.3,39.1,24.8,112.7,58.8,0.405,0.65,0.488,3.9,3.88,0.59,Kharif,Partial,0.371,2096.0,0.272,0.732,0.3588,1
FARM-138,Mahesh Meena,Bhavnagar,Gujarat,21.4038,72.3167,Cotton,2.4,40.3,21.3,26.7,47.4,58.8,0.571,0.129,0.518,1.8,2.06,0.47,Kharif,None,0.256,6714.0,0.085,0.475,0.6492,1
FARM-139,Lakshmi Pillai,Hisar,Haryana,29.3806,75.9285,Sugarcane,1.91,67.4,30.8,25.4,64.5,57.9,0.629,0.198,0.419,81.42,83.28,0.286,Annual,Good,0.241,344.0,0.493,0.731,0.1541,0
FARM-140,Sunil Bishnoi,Aurangabad,Maharashtra,20.3679,75.1232,Cotton,1.26,56.9,12.7,29.5,92.2,59.2,0.358,0.049,0.443,2.48,2.48,0.783,Kharif,None,0.404,5877.0,0.244,0.289,0.5965,1
FARM-141,Sukhwinder Reddy,Raichur,Karnataka,16.1947,77.3818,Cotton,3.34,61.9,21.0,26.1,75.9,62.0,0.427,0.27,0.703,2.21,1.92,0.229,Kharif,None,0.363,6909.0,0.274,0.466,0.4254,1
FARM-142,Kishan Patil,Gwalior,Madhya Pradesh,25.9247,78.3068,Wheat,2.54,50.5,28.6,23.8,127.6,63.5,0.579,0.254,0.395,4.68,4.76,0.32,Rabi,None,0.599,2435.0,0.421,0.241,0.863,1
FARM-143,Suresh Bishnoi,Nizamabad,Telangana,18.4545,78.4581,Cotton,3.86,52.1,31.7,26.2,63.1,53.8,0.35,0.39,0.434,2.17,2.42,0.719,Kharif,Partial,0.208,6257.0,0.437,0.581,0.3849,1
FARM-144,Laxman Sharma,Nizamabad,Telangana,18.7536,78.2831,Pulses,1.36,69.0,30.1,28.4,60.1,53.5,0.745,0.427,0.358,1.14,1.16,0.542,Rabi,Partial,0.296,6487.0,0.29,0.638,0.318,0
FARM-145,Kavita Kumar,Jodhpur,Rajasthan,25.8648,72.9954,Pulses,7.94,51.9,19.6,32.3,28.7,36.4,0.812,0.199,0.158,1.62,1.68,0.367,Rabi,Good,0.694,6007.0,0.895,0.518,0.6464,0
FARM-146,Dinesh Reddy,Jabalpur,Madhya Pradesh,23.3322,79.6406,Wheat,4.99,44.0,34.9,26.5,80.6,53.2,0.623,0.285,0.151,4.67,4.81,0.181,Rabi,Partial,0.295,2414.0,0.236,0.568,0.1468,0
FARM-147,Kamla Meena,Kota,Rajasthan,25.4773,75.8031,Pulses,4.18,48.3,28.2,27.3,28.9,34.7,0.615,0.102,0.285,1.37,1.32,0.134,Rabi,Good,0.198,6406.0,0.185,0.667,0.01,0
FARM-148,Kamla Kumar,Anantapur,Andhra Pradesh,14.622,77.4833,Rice,1.1,64.7,24.2,31.0,70.3,68.0,0.766,0.446,0.326,3.79,4.17,0.375,Kharif,Good,0.659,2168.0,0.295,0.66,0.6042,0
FARM-149,Sunita Chauhan,Bareilly,Uttar Pradesh,28.7476,79.1129,Rice,5.96,48.1,60.6,27.7,130.8,64.4,0.216,0.398,0.386,3.88,3.91,0.574,Kharif,Good,0.216,2145.0,0.059,0.736,0.01,0
FARM-150,Sanjay Pillai,Bhavnagar,Gujarat,21.8238,72.1077,Cotton,2.48,60.2,27.4,26.2,138.5,67.4,0.361,0.28,0.868,2.26,2.17,0.379,Kharif,None,0.367,6891.0,0.36,0.349,0.7236,0
FARM-151,Suresh Reddy,Jalandhar,Punjab,31.3173,75.3281,Wheat,2.44,93.1,43.6,24.4,87.8,49.8,0.413,0.196,0.146,5.07,5.55,0.252,Rabi,Good,0.395,2451.0,0.189,0.774,0.0722,0
FARM-152,Gurpreet Rao,Rohtak,Haryana,28.9255,76.5535,Wheat,3.12,70.3,39.3,27.5,74.2,66.4,0.303,0.146,0.268,6.18,6.76,0.361,Rabi,Good,0.182,2404.0,0.474,0.737,0.0308,0
FARM-153,Prakash Patil,Varanasi,Uttar Pradesh,25.3114,82.591,Wheat,2.07,61.6,43.1,25.0,61.0,67.3,0.256,0.55,0.075,4.03,4.2,0.721,Rabi,Good,0.306,2250.0,0.237,0.628,0.055,0
FARM-154,Suresh Das,Solapur,Maharashtra,17.7546,75.9494,Pulses,4.17,69.8,22.6,28.8,76.6,62.4,0.656,0.177,0.449,1.14,1.13,0.43,Rabi,None,0.573,6315.0,0.311,0.442,0.5507,0
FARM-155,Meena Sharma,Bhavnagar,Gujarat,21.8664,72.3606,Sugarcane,1.9,42.3,32.6,26.4,99.4,45.8,0.306,0.368,0.287,78.07,78.44,0.507,Annual,None,0.387,357.0,0.186,0.408,0.6904,0
FARM-156,Sukhwinder Sharma,Kota,Rajasthan,25.1996,75.9723,Wheat,0.43,36.1,15.0,27.9,30.3,44.7,0.519,0.0,0.185,3.76,3.73,0.26,Rabi,None,0.227,2085.0,0.146,0.367,0.4778,1
FARM-157,Mahesh Ghosh,Dharwad,Karnataka,15.161,75.1575,Pulses,1.37,48.0,34.7,27.4,148.3,60.3,0.235,0.32,0.463,0.97,0.98,0.269,Rabi,None,0.652,5518.0,0.259,0.213,0.5651,1
FARM-158,Anita Meena,Karnal,Haryana,29.6453,77.069,Wheat,3.81,62.5,31.8,23.1,37.7,52.4,0.374,0.188,0.417,3.07,3.3,0.566,Rabi,Good,0.502,2236.0,0.543,0.669,0.2178,0
FARM-159,Kamla Reddy,Surat,Gujarat,20.9234,72.9372,Maize,8.58,67.1,33.3,26.7,30.9,66.8,0.34,0.348,0.363,4.71,4.48,0.723,Kharif,Good,0.606,2177.0,0.552,0.662,0.4299,0
FARM-160,Mahesh Choudhary,Anantapur,Andhra Pradesh,14.8748,77.4614,Maize,1.04,77.1,25.4,31.0,72.1,77.3,0.585,0.304,0.519,3.88,3.87,0.455,Kharif,Partial,0.322,2098.0,0.295,0.558,0.3497,1
FARM-161,Ramesh Meena,Jalandhar,Punjab,31.3541,75.4691,Rice,1.22,97.8,30.9,27.3,58.0,42.2,0.059,0.316,0.323,3.93,3.92,0.789,Kharif,Partial,0.441,2302.0,0.409,0.63,0.295,1
FARM-162,Sunil Ghosh,Lucknow,Uttar Pradesh,26.848,80.7169,Sugarcane,2.59,60.8,30.7,27.6,53.1,67.2,0.177,0.289,0.411,74.97,73.28,0.496,Annual,Good,0.304,343.0,0.402,0.724,0.1125,0
FARM-163,Ramesh Deshmukh,Coimbatore,Tamil Nadu,10.888,77.0439,Pulses,4.19,46.7,47.2,29.1,75.4,73.0,0.172,0.365,0.37,0.92,0.93,0.427,Rabi,Good,0.495,6353.0,0.148,0.546,0.0562,0
FARM-164,Prakash Deshmukh,Gwalior,Madhya Pradesh,26.2445,78.3959,Rice,4.19,75.2,34.0,27.7,170.3,62.6,0.553,0.418,0.493,4.0,3.99,0.55,Kharif,None,0.393,2075.0,0.276,0.556,0.4822,0
FARM-165,Shankar Bishnoi,Patna,Bihar,25.3717,85.045,Wheat,2.03,62.4,38.2,28.0,153.9,61.6,0.499,0.416,0.243,4.49,4.91,0.242,Rabi,Good,0.339,2510.0,0.248,0.709,0.063,1
FARM-166,Rajinder Yadav,Gorakhpur,Uttar Pradesh,27.0625,83.3841,Sugarcane,1.78,50.7,19.5,27.7,46.2,51.7,0.594,0.387,0.396,81.6,74.4,0.459,Annual,None,0.935,338.0,0.247,0.277,0.99,1
FARM-167,Narayan Yadav,Surat,Gujarat,21.3826,72.4198,Wheat,1.95,46.0,43.8,28.7,98.3,53.9,0.566,0.467,0.179,4.45,4.32,0.461,Rabi,Good,0.238,2455.0,0.283,0.66,0.1756,0
FARM-168,Mohan Rao,Hisar,Haryana,29.185,75.514,Rice,0.92,74.7,26.5,25.9,16.0,54.5,0.48,0.211,0.699,4.48,4.97,0.201,Kharif,Good,0.221,2456.0,0.467,0.795,0.1963,0
FARM-169,Ramesh Rathore,Jaipur,Rajasthan,26.9498,75.7151,Mustard,2.5,56.5,10.5,29.5,32.0,54.3,0.728,0.281,0.324,1.35,1.36,0.563,Rabi,None,0.413,5193.0,0.247,0.455,0.8491,1
FARM-170,Kishan Yadav,Kolhapur,Maharashtra,16.7132,74.1456,Cotton,6.07,66.4,23.4,26.0,70.2,46.0,0.558,0.207,0.624,2.87,2.88,0.404,Kharif,Partial,0.345,7202.0,0.151,0.572,0.3232,0
FARM-171,Mahesh Mondal,Nalgonda,Telangana,16.8138,79.3469,Cotton,1.73,47.3,28.2,27.5,41.2,58.8,0.489,0.259,0.67,1.55,1.68,0.302,Kharif,Partial,0.588,6643.0,0.699,0.372,0.9414,1
FARM-172,Gurpreet Choudhary,Mysuru,Karnataka,12.1909,76.8392,Maize,1.36,57.9,21.7,27.4,48.0,60.2,0.377,0.236,0.208,2.54,2.77,0.407,Kharif,None,0.312,2229.0,0.13,0.245,0.4928,0
FARM-173,Kamla Jat,Patiala,Punjab,30.5464,76.4016,Maize,1.9,93.7,47.0,24.7,94.4,49.8,0.401,0.392,0.438,3.87,3.96,0.248,Kharif,Good,0.348,2016.0,0.427,0.844,0.0979,0
FARM-174,Kavita Chauhan,Muzaffarpur,Bihar,26.2291,85.1416,Pulses,2.13,54.0,14.7,24.2,28.1,67.9,0.383,0.523,0.366,0.55,0.55,0.534,Rabi,None,0.449,4982.0,0.66,0.346,0.9268,1
FARM-175,Sohan Jadhav,Jabalpur,Madhya Pradesh,22.865,79.7521,Pulses,1.45,56.8,24.3,23.2,87.0,59.4,0.623,0.383,0.562,1.14,1.03,0.328,Rabi,Good,0.703,5834.0,0.302,0.635,0.5325,1
FARM-176,Narayan Pillai,Darbhanga,Bihar,26.4145,85.7965,Wheat,2.37,65.9,34.9,26.2,151.6,71.0,0.346,0.687,0.406,3.42,3.31,0.337,Rabi,None,0.544,2550.0,0.414,0.31,0.716,0
FARM-177,Savita Chauhan,Jodhpur,Rajasthan,25.849,72.9201,Mustard,1.6,50.5,19.4,26.4,9.2,34.0,0.702,0.204,0.065,1.66,1.95,0.326,Rabi,Partial,0.56,5797.0,0.404,0.47,0.6143,1
FARM-178,Vijay Bishnoi,Karnal,Haryana,29.6175,76.8843,Wheat,7.5,71.3,21.2,25.0,63.8,57.2,0.37,0.249,0.188,4.63,5.04,0.895,Rabi,None,0.332,2271.0,0.167,0.472,0.3358,1
FARM-179,Sukhwinder Pillai,Rohtak,Haryana,28.8076,76.7188,Wheat,1.07,89.7,38.2,23.4,75.9,51.6,0.337,0.409,0.168,5.48,5.52,0.303,Rabi,Good,0.181,2245.0,0.145,0.867,0.01,0
FARM-180,Pushpa Patil,Surat,Gujarat,20.8663,72.7959,Pulses,5.05,35.7,28.3,27.2,42.3,54.7,0.671,0.47,0.184,0.83,0.82,0.389,Rabi,Good,0.273,6122.0,0.292,0.655,0.2775,0
FARM-181,Sunil Ghosh,Lucknow,Uttar Pradesh,26.8877,81.1721,Sugarcane,1.61,64.3,39.3,23.7,65.8,58.8,0.124,0.304,0.274,73.04,80.92,0.235,Annual,Good,0.074,308.0,0.37,0.725,0.01,0
FARM-182,Narayan Choudhary,Mandya,Karnataka,12.786,76.7739,Cotton,1.09,74.4,18.9,29.0,73.7,51.5,0.39,0.301,0.466,1.43,1.41,0.562,Kharif,None,0.533,6719.0,0.06,0.332,0.6052,0
FARM-183,Sanjay Jat,Ujjain,Madhya Pradesh,23.2203,75.6825,Maize,2.7,49.5,37.9,24.7,99.1,54.7,0.538,0.111,0.705,3.08,3.08,0.245,Kharif,Good,0.445,2286.0,0.386,0.507,0.3244,0
FARM-184,Anita Choudhary,Bhavnagar,Gujarat,21.5983,72.4097,Sugarcane,3.65,66.7,20.8,27.7,24.2,61.9,0.355,0.015,0.462,80.82,84.67,0.623,Annual,None,0.405,372.0,0.196,0.551,0.727,1
FARM-185,Manoj Bishnoi,Bhavnagar,Gujarat,21.762,71.7205,Wheat,1.45,66.1,19.2,30.2,73.3,43.0,0.355,0.21,0.313,4.97,4.96,0.264,Rabi,None,0.291,2369.0,0.402,0.431,0.2376,0
FARM-186,Shanti Verma,Jodhpur,Rajasthan,26.251,73.2938,Maize,0.88,41.2,24.0,25.0,12.8,40.0,0.605,0.023,0.426,3.14,3.3,0.151,Kharif,Good,0.207,2469.0,0.328,0.568,0.2487,0
FARM-187,Ganesh Meena,Nashik,Maharashtra,19.7024,73.7926,Pulses,0.63,77.1,29.6,26.3,25.1,49.2,0.69,0.291,0.404,0.59,0.56,0.568,Rabi,Good,0.321,7451.0,0.155,0.698,0.2403,0
FARM-188,Manoj Singh,Bhopal,Madhya Pradesh,23.3725,77.2624,Wheat,2.59,65.1,26.0,25.4,107.9,53.9,0.473,0.366,0.236,5.26,5.68,0.495,Rabi,None,0.398,2193.0,0.564,0.434,0.433,1
FARM-189,Sanjay Reddy,Bhavnagar,Gujarat,21.4566,72.2229,Cotton,2.73,42.5,40.3,26.1,95.3,64.2,0.542,0.235,0.672,1.47,1.53,0.248,Kharif,Good,0.41,5086.0,0.529,0.459,0.5767,1
FARM-190,Ganesh Chauhan,Hisar,Haryana,29.3088,75.7587,Wheat,1.97,69.3,47.4,24.1,79.9,66.0,0.353,0.258,0.381,5.23,5.49,0.214,Rabi,Good,0.432,2358.0,0.174,0.664,0.1068,0
FARM-191,Kavita Rathore,Khammam,Telangana,17.3744,80.1679,Cotton,1.57,55.6,37.5,27.3,70.9,68.0,0.259,0.337,0.565,1.51,1.48,0.543,Kharif,Good,0.616,6509.0,0.329,0.633,0.3856,1
FARM-192,Kishan Choudhary,Guntur,Andhra Pradesh,16.1211,80.5617,Cotton,7.08,66.3,15.3,30.8,93.2,54.7,0.512,0.486,0.476,1.59,1.59,0.196,Kharif,None,0.491,6566.0,0.455,0.385,0.6034,0
FARM-193,Shankar Yadav,Bhopal,Madhya Pradesh,23.5906,77.4518,Wheat,3.3,66.0,26.8,25.7,38.2,46.4,0.478,0.197,0.083,3.76,3.91,0.254,Rabi,Partial,0.162,2075.0,0.479,0.528,0.1444,0
FARM-194,Kishan Jat,Murshidabad,West Bengal,24.0686,88.1073,Rice,4.64,61.4,39.2,28.3,53.1,75.8,0.29,0.5,0.363,4.52,4.45,0.298,Kharif,Good,0.646,2336.0,0.182,0.623,0.2431,0
FARM-195,Ganesh Naidu,Jaipur,Rajasthan,26.9164,75.8367,Wheat,1.08,44.2,31.9,29.5,37.3,62.0,0.71,0.17,0.264,3.82,4.1,0.366,Rabi,Good,0.312,2166.0,0.414,0.568,0.3427,1
FARM-196,Vijay Ghosh,Coimbatore,Tamil Nadu,10.7656,77.0731,Sugarcane,2.47,43.8,30.7,29.3,114.9,63.1,0.735,0.477,0.456,79.21,74.44,0.48,Annual,Partial,0.473,348.0,0.714,0.334,0.8808,1
FARM-197,Savita Reddy,Hisar,Haryana,28.9218,75.5837,Cotton,8.15,44.0,49.3,29.5,111.3,48.4,0.387,0.166,0.51,2.53,2.64,0.689,Kharif,Good,0.572,7323.0,0.487,0.6,0.3858,0
FARM-198,Rajinder Jadhav,Gwalior,Madhya Pradesh,26.307,78.1105,Wheat,3.49,47.4,21.4,27.7,60.0,51.9,0.35,0.259,0.125,4.87,4.98,0.397,Rabi,None,0.374,2314.0,0.228,0.466,0.2837,0
FARM-199,Harpreet Rao,Thanjavur,Tamil Nadu,10.5903,79.3159,Rice,1.23,72.7,13.5,32.2,83.9,74.1,0.722,0.233,0.585,4.55,4.98,0.325,Kharif,None,0.475,2338.0,0.176,0.386,0.9152,1
FARM-200,Sanjay Das,Agra,Uttar Pradesh,27.1854,77.9693,Wheat,2.82,76.5,47.3,26.7,133.9,59.2,0.272,0.552,0.45,5.31,4.91,0.629,Rabi,Good,0.611,1914.0,0.258,0.626,0.2896,0
FARM-201,Prakash Sharma,Madurai,Tamil Nadu,9.9287,78.0405,Rice,1.96,57.4,26.5,34.4,66.1,73.2,0.456,0.288,0.387,4.69,4.75,0.46,Kharif,None,0.668,2209.0,0.167,0.308,0.99,1
FARM-202,Vijay Chauhan,Patiala,Punjab,30.1225,76.2288,Rice,2.51,61.4,35.8,23.4,27.3,42.3,0.143,0.433,0.193,3.92,4.08,0.252,Kharif,Partial,0.332,2452.0,0.2,0.542,0.2248,0
FARM-203,Sohan Yadav,Coimbatore,Tamil Nadu,10.779,76.8978,Rice,11.38,52.5,27.0,27.9,60.0,65.4,0.46,0.381,0.383,3.54,3.29,0.529,Kharif,Partial,0.436,2392.0,0.477,0.63,0.6586,1
FARM-204,Mohan Reddy,Rajkot,Gujarat,22.2516,70.782,Sugarcane,2.51,42.4,25.5,25.4,59.1,42.5,0.618,0.286,0.378,71.59,68.33,0.212,Annual,Good,0.662,325.0,0.249,0.668,0.5938,1
FARM-205,Pushpa Jat,Gorakhpur,Uttar Pradesh,26.6793,83.5161,Mustard,5.57,60.4,28.6,29.1,32.5,52.3,0.425,0.437,0.478,1.69,1.62,0.257,Rabi,Good,0.422,5951.0,0.212,0.621,0.239,1
FARM-206,Manoj Meena,Warangal,Telangana,17.9348,79.4337,Rice,6.98,51.9,32.3,29.7,88.9,45.8,0.664,0.554,0.27,3.94,3.93,0.517,Kharif,Good,0.513,2477.0,0.554,0.591,0.612,1
FARM-207,Sanjay Patel,Nizamabad,Telangana,18.4627,78.154,Rice,2.35,62.8,20.7,28.8,10.5,61.4,0.656,0.458,0.577,4.45,4.65,0.215,Kharif,Partial,0.32,2624.0,0.291,0.653,0.794,0
FARM-208,Manoj Choudhary,Bathinda,Punjab,29.942,75.0846,Cotton,2.03,70.9,25.1,26.7,26.0,63.6,0.223,0.446,0.462,2.88,2.73,0.795,Kharif,Good,0.13,6012.0,0.43,0.703,0.2089,0
FARM-209,Manoj Singh,Meerut,Uttar Pradesh,28.9113,77.5038,Sugarcane,2.42,79.4,43.5,28.5,55.1,73.6,0.391,0.408,0.434,95.57,96.96,0.686,Annual,Good,0.474,317.0,0.123,0.751,0.1477,0
FARM-210,Mahesh Bishnoi,Bhopal,Madhya Pradesh,23.5525,77.4441,Pulses,0.61,54.5,29.4,21.9,114.2,44.8,0.544,0.258,0.436,0.77,0.69,0.649,Rabi,None,0.422,6363.0,0.756,0.441,0.9132,0
FARM-211,Sukhwinder Reddy,Jaipur,Rajasthan,26.8438,75.7149,Wheat,6.1,58.5,36.3,25.0,44.6,26.6,0.378,0.374,0.068,3.09,3.18,0.152,Rabi,Good,0.313,2342.0,0.356,0.69,0.0106,0
FARM-212,Babu Bishnoi,Lucknow,Uttar Pradesh,26.6525,81.0826,Rice,1.8,79.7,48.6,26.5,113.3,49.2,0.488,0.176,0.067,5.28,5.11,0.277,Kharif,Good,0.163,2397.0,0.171,0.783,0.0276,0
FARM-213,Vijay Deshmukh,Patiala,Punjab,30.7733,76.647,Rice,4.2,91.4,33.9,21.8,95.8,53.5,0.496,0.057,0.237,5.34,5.85,0.271,Kharif,Good,0.484,1993.0,0.337,0.803,0.0673,0
FARM-214,Kavita Deshmukh,Hisar,Haryana,29.3408,75.6163,Wheat,1.16,62.3,16.7,24.4,30.1,52.8,0.345,0.303,0.368,4.56,4.63,0.249,Rabi,None,0.1,2374.0,0.24,0.373,0.361,0
FARM-215,Gurpreet Rathore,Bathinda,Punjab,29.9723,74.3748,Wheat,1.38,76.4,25.5,20.7,35.2,49.8,0.4,0.23,0.202,4.65,4.49,0.081,Rabi,Partial,0.159,2352.0,0.184,0.62,0.0444,0
FARM-216,Babu Naidu,Patiala,Punjab,30.2276,76.6207,Rice,5.35,85.6,51.0,24.4,108.0,51.0,0.165,0.132,0.523,4.6,4.26,0.127,Kharif,Good,0.009,2245.0,0.168,0.752,0.0855,0
FARM-217,Meena Singh,Coimbatore,Tamil Nadu,10.8295,77.0062,Maize,1.98,77.8,25.8,28.0,62.9,77.2,0.267,0.341,0.462,3.53,3.63,0.253,Kharif,None,0.255,1966.0,0.252,0.526,0.0253,0
FARM-218,Ganesh Patel,Patna,Bihar,25.5023,85.0981,Rice,6.1,97.6,31.1,29.2,67.2,75.4,0.155,0.417,0.784,3.94,3.75,0.294,Kharif,Good,0.308,2397.0,0.516,0.806,0.1521,0
FARM-219,Anil Kumar,Mysuru,Karnataka,12.4376,76.6495,Pulses,2.83,41.5,26.4,22.9,40.6,62.0,0.442,0.348,0.466,0.9,1.01,0.595,Rabi,Good,0.527,7259.0,0.312,0.472,0.6742,1
FARM-220,Rekha Murugan,Aurangabad,Maharashtra,19.7811,75.193,Pulses,1.77,67.6,38.0,23.2,71.5,51.7,0.482,0.253,0.36,0.72,0.76,0.318,Rabi,Good,0.434,7084.0,0.125,0.536,0.1748,0
FARM-221,Geeta Deshmukh,Bhavnagar,Gujarat,21.7926,72.3079,Cotton,1.53,54.1,17.1,32.4,62.5,59.3,0.451,0.342,0.437,2.6,2.45,0.352,Kharif,None,0.53,6070.0,0.618,0.248,0.8929,0
FARM-222,Suresh Choudhary,Agra,Uttar Pradesh,26.9997,77.9747,Wheat,4.04,69.1,34.6,24.7,61.5,68.0,0.24,0.262,0.398,4.88,4.9,0.215,Rabi,Good,0.227,2654.0,0.354,0.667,0.1004,0
FARM-223,Mohan Sharma,Jabalpur,Madhya Pradesh,23.1172,80.2834,Wheat,2.96,61.4,35.9,29.8,32.9,53.5,0.439,0.273,0.196,4.51,4.22,0.387,Rabi,Good,0.324,2401.0,0.265,0.558,0.2107,0
FARM-224,Bhagwan Singh,Jaipur,Rajasthan,26.5463,75.6541,Cotton,8.83,47.9,8.4,30.1,25.2,39.7,0.819,0.084,0.475,1.69,1.86,0.396,Kharif,None,0.537,6558.0,0.462,0.35,0.99,1
FARM-225,Kishan Kumar,Jaipur,Rajasthan,26.9101,75.6761,Pulses,4.9,59.3,23.6,24.4,18.5,44.8,0.812,0.127,0.377,1.61,1.62,0.417,Rabi,Good,0.475,7084.0,0.244,0.68,0.2266,0
